,Unnamed: 0,source,author,title,description,url,urlToImage,publishedAt,content
39,39,"{'id': None, 'name': 'Forbes'}","Patrick Moorhead, Senior Contributor, 
 Patrick Moorhead, Senior Contributor
 https://www.forbes.com/sites/patrickmoorhead/",Qualcomm Highlights Snapdragon Ride Flex SoC And The Best Concept Car At CES 2023,#1-Ranked Industry Analyst Patrick Moorhead gives his coverage of Qualcomm and its Snapdragon Ride Flex family of SoCs at CES 2023.,https://www.forbes.com/sites/patrickmoorhead/2023/01/18/qualcomm-highlights-snapdragon-ride-flex-soc-and-the-best-concept-car-at-ces-2023/,https://imageio.forbes.com/specials-images/imageserve/63c85380166c233eb5766ec0/0x0.jpg?format=jpg&width=1200,2023-01-18T20:18:51Z,"Qualcomms concept car at CES 2023.
Patrick Moorhead
The automotive booths are some of the most mind-blowing displays at CES. In my podcast, The Six Five, my co-host Daniel Newman of Futurum Researcâ€¦ [+8683 chars]"
40,40,"{'id': None, 'name': 'Forbes'}","Paul Smith-Goodson, Contributor, 
 Paul Smith-Goodson, Contributor
 https://www.forbes.com/sites/moorinsights/people/paulsmithgoodson/",Zapata Computingâ€™s Second Annual Global Survey Shows Strong Progress For Quantum Computing In The Enterprise Market,"Vice President, AI & Quantum Computing, Paul Smith-Goodson, dives in as last year, Zapata Computing, a quantum software company, commissioned one of the year's most insightful and valuable quantum computing surveys.",https://www.forbes.com/sites/moorinsights/2023/01/11/zapata-computings-second-annual-global-survey-shows-strong-progress-for-quantum-computing-in-the-enterprise-market/,https://imageio.forbes.com/specials-images/imageserve/63bf33d1380ff7645891aeca/0x0.jpg?format=jpg&width=1200,2023-01-11T22:14:17Z,"Zapata
Zapata
Last year, Zapata Computing, a quantum software company, commissioned one of the year's most insightful and valuable quantum computing surveys. The survey revealed how and when companâ€¦ [+7469 chars]"
41,41,"{'id': None, 'name': 'Forbes'}","Bruce Rogers, Senior Contributor, 
 Bruce Rogers, Senior Contributor
 https://www.forbes.com/sites/brucerogers/",Wayne Lam Builds Cirrus Data To Solve Data Migration Challenge,"Wayne Lam, his brother Wai and their long-time team of engineers co-founded Cirrus Data, a developer of cloud, data center and storage area network applications for data migration and caching services.",https://www.forbes.com/sites/brucerogers/2023/01/26/wayne-lam-builds-cirrus-data-to-solve-data-migration-challenge/,https://imageio.forbes.com/specials-images/imageserve/63d2a323c6b15899784c5504/0x0.jpg?format=jpg&width=1200,2023-01-26T16:12:14Z,"Wayne Lam is an exuberant, self-described serial entrepreneur who has been building businesses helping customers solve their computing and data storage challenges since his undergraduate days as an eâ€¦ [+6114 chars]"
42,42,"{'id': None, 'name': 'Forbes'}","Bill Hardekopf, Contributor, 
 Bill Hardekopf, Contributor
 https://www.forbes.com/sites/billhardekopf/",This Week In Credit Card News: Interest Rates Expected To Keep Rising; Credit Card Trends In 2023,What took place this week in the credit card and payment industries,https://www.forbes.com/sites/billhardekopf/2023/01/05/this-week-in-credit-card-news-interest-rates-expected-to-keep-rising-credit-card-trends-in-2023/,https://imageio.forbes.com/specials-images/imageserve/63b7081ae204d3e4d4f26064/0x0.jpg?format=jpg&width=1200,2023-01-05T17:34:09Z,"Interest Rates on Mortgages, Cars, and Credit Cards Will Keep Getting More Expensive in 2023
Borrowing money to buy a house or a car won't get any cheaper this year, the nation's central bank just câ€¦ [+8528 chars]"
43,43,"{'id': None, 'name': 'Forbes'}","Patrick Moorhead, Senior Contributor, 
 Patrick Moorhead, Senior Contributor
 https://www.forbes.com/sites/patrickmoorhead/",A Worrisome Revelation For Apple: The HP Dragonfly Pro Laptop Rocks Unique AMD Internals And Optimizations,#1-Ranked Industry Analyst Patrick Moorhead gives his coverage of the HP Dragonfly Pro laptop and its unique AMD internals and optimizations.,https://www.forbes.com/sites/patrickmoorhead/2023/01/11/a-worrisome-revelation-for-apple-the-hp-dragonfly-pro-laptop-rocks-unique-amd-internals-and-optimizations/,https://imageio.forbes.com/specials-images/imageserve/63bef1e7e7ed94cfde964a43/0x0.jpg?format=jpg&width=1200,2023-01-11T17:31:48Z,"CES 2023 opening keynote. 
Jacob Freyman
For years, I have been pointing toward AMD in the mobile space as one of the ways to best compete with the Apple threat. It was simple equation- AMD had morâ€¦ [+8654 chars]"
44,44,"{'id': None, 'name': 'Forbes'}","Patrick Moorhead, Senior Contributor, 
 Patrick Moorhead, Senior Contributor
 https://www.forbes.com/sites/patrickmoorhead/",The Samsung Galaxy XCover6 Pro Is Samsungâ€™s Most Durable And Capable Phone Yet,#1-Ranked Industry Analyst Patrick Moorhead reviews the Samsung XCover6 Pro.,https://www.forbes.com/sites/patrickmoorhead/2023/01/11/the-samsung-galaxy-xcover6-pro-is-samsungs-most-durable-and-capable-phone-yet/,https://imageio.forbes.com/specials-images/imageserve/63bf2f97744bb7aaaee4e9c4/0x0.jpg?format=jpg&width=1200,2023-01-11T21:58:44Z,"Samsung 
Suppose we could go back a decade and reintroduce characteristics of the smartphone that have since passed. In that case, I believe some would want to recover the removable battery and backâ€¦ [+10516 chars]"
45,45,"{'id': None, 'name': 'Forbes'}","Patrick Moorhead, Senior Contributor, 
 Patrick Moorhead, Senior Contributor
 https://www.forbes.com/sites/patrickmoorhead/",AMD Brings Zen 4 Architecture And AI To Its Mobile Processors At CES 2023,"#1-Ranked Industry Analyst Patrick Moorhead gives his coverage of AMD's newly announced mobile and desktop processors, mobile graphics, AI products, and adaptive solutions at CES 2023.",https://www.forbes.com/sites/patrickmoorhead/2023/01/17/amd-brings-zen-4-architecture-and-ai-to-its-mobile-processors-at-ces-2023/,https://imageio.forbes.com/specials-images/imageserve/63c6b974f0d56574eae9af4b/0x0.png?format=png&width=1200,2023-01-17T15:09:27Z,"Lisa Su on stage at CES 2023.
AMD
AMD Chair and CEO Lisa Su kicked off CES 2023 with the opening keynote, highlighting all of the ways AMD is disruptively advancing its product markets. AMD announcâ€¦ [+10845 chars]"
46,46,"{'id': None, 'name': 'Forbes'}","Patrick Moorhead, Senior Contributor, 
 Patrick Moorhead, Senior Contributor
 https://www.forbes.com/sites/patrickmoorhead/",The Goldilocks Principle And Hybrid Cloud,"#1-Ranked Industry Analyst Patrick Moorhead dives in as The Goldilocks Principle shows up in many places in our lives and business in areas as vast and varied as astrobiology, economics, and machine learning. When it comes to the cloud, I can place my twist oâ€¦",https://www.forbes.com/sites/patrickmoorhead/2023/01/19/the-goldilocks-principle-and-hybrid-cloud/,https://imageio.forbes.com/specials-images/imageserve/63c96c06ef67aedf79766ebe/0x0.png?format=png&width=1200,2023-01-19T16:16:23Z,The Goldilocks Principle is the premise that we tend to end up with just the right amount of something over time. The Goldilocks Principle shows up in many places in our lives and business in areas aâ€¦ [+10799 chars]
47,47,"{'id': None, 'name': 'Forbes'}","Patrick Moorhead, Senior Contributor, 
 Patrick Moorhead, Senior Contributor
 https://www.forbes.com/sites/patrickmoorhead/",Zoho â€“ Running A Software Enterprise From A Village,"#1-Ranked Industry Analyst Patrick Moorhead dives in as recently, he had the opportunity to speak with Sridhar Vembu, Zoho CEO, via Zoho Meeting.",https://www.forbes.com/sites/patrickmoorhead/2023/01/26/zoho--running-a-software-enterprise-from-a-village/,https://imageio.forbes.com/specials-images/imageserve/63d2e67a8d5e11be974c5506/0x0.jpg?format=jpg&width=1200,2023-01-26T20:49:05Z,"If you have read my articles, you will know I like many things about Zoho; the company, the product approach, and innovation. Zoho has a track record of recognizing opportunities and getting there fiâ€¦ [+8943 chars]"
48,48,"{'id': None, 'name': 'Forbes'}","Patrick Moorhead, Senior Contributor, 
 Patrick Moorhead, Senior Contributor
 https://www.forbes.com/sites/patrickmoorhead/",Cloudera â€“ As The World Goes Hybrid,"#1-Ranked Industry Analyst Patrick Mooread dives deeply into stream processing, specifically Cloudera Stream Processing (CSP), which provides advanced messaging, stream processing, and analytics capabilities within the Cloudera DataFlow (CDF) platform.",https://www.forbes.com/sites/patrickmoorhead/2023/01/11/cloudera--as-the-world-goes-hybrid/,https://imageio.forbes.com/specials-images/imageserve/63bef55fa93d71f079e4e9c0/0x0.png?format=png&width=1200,2023-01-11T17:51:01Z,"The future is hybrid and multi-cloud. If you subscribe to that future, and most now do, then it follows that data management must be hybrid. Effective data management is vital for successful artificiâ€¦ [+10093 chars]"
49,49,"{'id': None, 'name': 'Forbes'}","Patrick Moorhead, Senior Contributor, 
 Patrick Moorhead, Senior Contributor
 https://www.forbes.com/sites/patrickmoorhead/",NI â€“ Getting Complex Products To Market Faster,"#1-Ranked Industry Analyst Patrick Moorhead dives in as recently the company, National Instruments, has reinvented its operating model to focus on software-defined testing systems and the addition of technologies such as data analytics and machine learning.",https://www.forbes.com/sites/patrickmoorhead/2023/01/18/ni--getting-complex-products-to-market-faster/,https://imageio.forbes.com/specials-images/imageserve/63c814d888f48a54d489b917/0x0.png?format=png&width=1200,2023-01-18T15:53:03Z,"NI (formerly National Instruments), headquartered in my hometown of Austin, Texas, is a company I've been following for a long time. In 2020, National Instruments shortened its name to 'NI' along witâ€¦ [+9522 chars]"
50,50,"{'id': None, 'name': 'Forbes'}","Patrick Moorhead, Senior Contributor, 
 Patrick Moorhead, Senior Contributor
 https://www.forbes.com/sites/patrickmoorhead/",A First Chat With New Infoblox President And CEO Scott Harrel,"#1-Ranked Industry analyst Patrick Moorhead dives in as Scott Harrell is the new CEO of Infoblox following the retirement of Jesper Andersen. Before joining Infoblox, Scott was the Senior Vice President and General Manager for Cisco.",https://www.forbes.com/sites/patrickmoorhead/2023/01/23/a-first-chat-with-new-infoblox-president-and-ceo-scott-harrel/,https://imageio.forbes.com/specials-images/imageserve/63cec65e2bf90ee9d6922d84/0x0.jpg?format=jpg&width=1200,2023-01-23T17:49:17Z,"One of the most exciting parts of my job, and there are many, is the opportunity to speak with CEOs, specifically CEOs that have just joined a new company. Many of us have experienced the all-hands mâ€¦ [+9328 chars]"
51,51,"{'id': None, 'name': 'Forbes'}","Patrick Moorhead, Senior Contributor, 
 Patrick Moorhead, Senior Contributor
 https://www.forbes.com/sites/patrickmoorhead/",Cadence Brings Dolby Atmos To Automotive Entertainment Systems,#1-Ranked Industry Analyst Patrick Moorhead gives a first-hand look at Cadence's new Tensilica-branded DSP solutions with next-generation technologies for the automotive entertainment industry and the true wireless stereo (TWS) space.,https://www.forbes.com/sites/patrickmoorhead/2023/01/17/cadence-brings-dolby-atmos-to-automotive-entertainment-systems/,"https://imageio.forbes.com/specials-images/imageserve/63c6bd325ee594aef3e9af4d/0x0.jpg?format=jpg&crop=3124,2604,x334,y0,safe&width=1200",2023-01-17T17:24:13Z,"The Rayban Stories Smart Glasses with Tensilica HiFi 4 DSP.
Jacob Freyman
One of the best parts of going to CES every year is getting to see all the new devices and demos. Most people only know Cadâ€¦ [+9019 chars]"
52,52,"{'id': None, 'name': 'Forbes'}","Patrick Moorhead, Senior Contributor, 
 Patrick Moorhead, Senior Contributor
 https://www.forbes.com/sites/patrickmoorhead/",Are The EU Concerns With Broadcomâ€™s VMware Deal Justified?,#1-Ranked Industry analyst Patrick Moorhead outlines why the EC's concerns with Broadcom's VMware deal are unfounded.,https://www.forbes.com/sites/patrickmoorhead/2023/01/25/are-the-eu-concerns-with-broadcoms-vmware-deal-justified/,https://imageio.forbes.com/specials-images/imageserve/63d18c8e049362de2d922d82/0x0.jpg?format=jpg&width=1200,2023-01-25T20:13:44Z,"Since the news of Broadcoms agreement to acquire VMware for approximately $61 billion in cash and stock broke, I have opined with several articles. As the situation has evolved, my early negative impâ€¦ [+9303 chars]"
53,53,"{'id': None, 'name': 'Forbes'}","Melody Brue, Contributor, 
 Melody Brue, Contributor
 https://www.forbes.com/sites/moorinsights/people/melodybrue/",ProWallet Is Building A Better Payments System For The Construction Industry,"Principal Analyst, Fintech and Retail Tech Melody Brue covers Rabbet's new instant payment solution specifically for the construction industry.",https://www.forbes.com/sites/moorinsights/2022/12/29/prowallet-is-building-a-better-payments-system-for-the-construction-industry/,https://imageio.forbes.com/specials-images/imageserve/63addcdb7da91250f25e175d/0x0.jpg?format=jpg&width=1200,2022-12-29T18:51:31Z,"202246195 / Construction Â© Skarie20 | Dreamstime.com
Construction cash flow is broken, and the problem is severe. The industry is plagued with antiquated, disjointed processes that make it hard for â€¦ [+11027 chars]"
54,54,"{'id': None, 'name': 'Forbes'}","Anshel Sag, Contributor, 
 Anshel Sag, Contributor
 https://www.forbes.com/sites/moorinsights/people/anshelsag/",AWSâ€™ Role In The Metaverse And Spatial Computing Is Constantly Evolving,"Senior Analyst, Mobility & VR, Anshel Sag, dives in as one of the companies that has always interested me in the space is Amazon Web Services (AWS) and their role within the metaverse and spacial computing which is the worldâ€™s largest provider of cloud servicâ€¦",https://www.forbes.com/sites/moorinsights/2023/01/10/aws-role-in-the-metaverse-and-spatial-computing-is-constantly-evolving/,https://imageio.forbes.com/specials-images/imageserve/63bd8c8d61ca78c44b7d1878/0x0.png?format=png&width=1200,2023-01-10T16:13:29Z,"Amazon
Amazon
I have been covering spatial computing as an analyst since 2014, when I joined Moor Insights &amp; Strategy, and even a year before that, in 2013, as a journalist. One of the companieâ€¦ [+8864 chars]"
55,55,"{'id': None, 'name': 'Forbes'}","Anshel Sag, Contributor, 
 Anshel Sag, Contributor
 https://www.forbes.com/sites/moorinsights/people/anshelsag/",DigiLens Makes Waves In The AR Market With Its ARGO Headset,"Senior Analyst, Mobility & VR, Anshel Sag, gives his analysis of the recently announced DigLens Argo AR glasses.",https://www.forbes.com/sites/moorinsights/2023/01/10/digilens-makes-waves-in-the-ar-market-with-its-argo-headset/,https://imageio.forbes.com/specials-images/imageserve/63be1c49941c86e68b15fad1/0x0.jpg?format=jpg&width=1200,2023-01-11T02:21:13Z,"Anshel Sag
DigiLens has announced a compelling new product for the AR market with its lightweight, industrial-grade ARGO headsetone that I believe fills an important gap for low-profile, standalone â€¦ [+11193 chars]"
56,56,"{'id': None, 'name': 'Forbes'}","Melody Brue, Contributor, 
 Melody Brue, Contributor
 https://www.forbes.com/sites/moorinsights/people/melodybrue/","Low-Code, No-Code Aligns Business Needs With IT Strategy For Greater Workforce Productivity","Vice President and Principal Analyst Melody Brue dives into low and no-code platforms and their effect on the modern workforce, from business-IT alignment to equity and inclusion.",https://www.forbes.com/sites/moorinsights/2023/01/17/low-code-no-code-aligns-business-needs-with-it-strategy-for-greater-workforce-productivity/,https://imageio.forbes.com/specials-images/imageserve/63c6f23446892e4c35e9af4b/0x0.jpg?format=jpg&width=1200,2023-01-17T19:10:26Z,"ID 217789283 Â© Ksenia Kolesnikova | Dreamstime.com
No code, no problem. Low-code, no-code platforms enable users to create software applications quickly without needing to write their own code. Thisâ€¦ [+10655 chars]"
57,57,"{'id': None, 'name': 'Forbes'}","Patrick Moorhead, Senior Contributor, 
 Patrick Moorhead, Senior Contributor
 https://www.forbes.com/sites/patrickmoorhead/",Dell Leads With PC Peripherals At CES 2023,#1-Ranked Industry Analyst Patrick Moorhead dives in as Dell has expanded its portfolio of hybrid work offerings with new peripherals and concepts that I believe set a precedent for the year 2023. He wants to highlight the devices from Dell that stuck out to â€¦,https://www.forbes.com/sites/patrickmoorhead/2023/01/05/dell-leads-with-pc-peripherals-at-ces-2023/,https://imageio.forbes.com/specials-images/imageserve/63b7278b65664df941429d7b/0x0.png?format=png&width=1200,2023-01-05T19:51:35Z,"Dell Technologies
Dell Technologies
If 2020 and 2021 were the years of remote work and 2022 was the transition year to hybrid work, what would that make 2023? I strongly believe that 2023 could be â€¦ [+11112 chars]"
58,58,"{'id': None, 'name': 'Forbes'}","Patrick Moorhead, Senior Contributor, 
 Patrick Moorhead, Senior Contributor
 https://www.forbes.com/sites/patrickmoorhead/","Nvidia Continues Its Momentum With New Robotics, Gaming And Creator Announcements At CES 2023","#1-Ranked Industry Analyst Patrick Moorhead gives his coverage of Nvidia's robotics, gaming and creator announcements at CES 2023.",https://www.forbes.com/sites/patrickmoorhead/2023/01/13/nvidia-continues-its-momentum-with-new-robotics-gaming-and-creator-announcements-at-ces-2023/,https://imageio.forbes.com/specials-images/imageserve/63c183ee192d255d87a44bb3/0x0.jpg?format=jpg&width=1200,2023-01-13T16:35:09Z,"GeForce RTX 40 Series laptops. 
Nvidia
As the world looks back at all the transformative technologies of 2022artificial intelligence (AI) milestones, adjustments to hybrid work, the digital transfoâ€¦ [+10231 chars]"
59,59,"{'id': None, 'name': 'Forbes'}","Patrick Moorhead, Senior Contributor, 
 Patrick Moorhead, Senior Contributor
 https://www.forbes.com/sites/patrickmoorhead/",Kyndryl â€“ Spinoff From IBM Making The Right Moves,"#1-Ranked Industry Analyst Patrick Moorhead dives in as he recently was fortunate to speak with Martin Schroeter, Kyndryl's Chairman and CEO, about his scorecard a little over a year after the spinoff from IBM.",https://www.forbes.com/sites/patrickmoorhead/2023/01/26/kyndryl--spinoff-from-ibm-making-the-right-moves/,https://imageio.forbes.com/specials-images/imageserve/63d2e4bf631477a3f0922dc5/0x0.jpg?format=jpg&width=1200,2023-01-26T20:40:46Z,"I am told I have a knack for identifying companies making waves in specific technology areas. One such company is Kyndryl, marking its second anniversary of separation from IBM. I believe it could beâ€¦ [+9331 chars]"
60,60,"{'id': None, 'name': 'Forbes'}","Anshel Sag, Contributor, 
 Anshel Sag, Contributor
 https://www.forbes.com/sites/moorinsights/people/anshelsag/",Dellâ€™s Reinvigorated Gaming Lineup Includes Many New And Revamped Products,"Senior Analyst, Mobility & VR, Anshel Sag, dives in as every year at CES, Dell releases its entire lineup of products for the business, consumer, and gaming markets across many lines, including Precision, Latitude, UltraSharp, Inspiron, XPS, Dell Gaming, and â€¦",https://www.forbes.com/sites/moorinsights/2023/01/03/dells-reinvigorated-gaming-lineup-includes-many-new-and-revamped-products/,https://imageio.forbes.com/specials-images/imageserve/63b48b8b1d47b8bff8acc323/0x0.jpg?format=jpg&width=1200,2023-01-03T20:15:50Z,"Dell Technologies
Dell Technologies
Every year at CES, Dell releases its entire lineup of products for the business, consumer, and gaming markets across many lines, including Precision, Latitude, Uâ€¦ [+13949 chars]"
61,61,"{'id': None, 'name': 'Forbes'}","Anshel Sag, Contributor, 
 Anshel Sag, Contributor
 https://www.forbes.com/sites/moorinsights/people/anshelsag/",Privacy Comes At A Premium: HTCâ€™s VIVE XR Elite Headset Could Save Us From An XR Privacy Mess,"Senior Analyst, Mobility & VR, Anshel Sag, gives his analysis of the HTC VIVE XR Elite headset and how it addresses concerns for XR Privacy",https://www.forbes.com/sites/moorinsights/2023/01/05/privacy-comes-at-a-premium-htcs-vive-xr-elite-headset-could-save-us-from-an-xr-privacy-mess/,https://imageio.forbes.com/specials-images/imageserve/63b5e4dd8fd47b3e92e0a5b7/0x0.png?format=png&width=1200,2023-01-05T18:00:00Z,"HTC
2023 is the year that XR is supposed to put up or shut up, or at least thats the general sentiment among most people both inside and outside the industry. After Meta planted the flag for the Metâ€¦ [+11769 chars]"
62,62,"{'id': None, 'name': 'Forbes'}","Matt Kimball, Contributor, 
 Matt Kimball, Contributor
 https://www.forbes.com/sites/moorinsights/people/mattkimball/",Sapphire Rapids Signals Intel Has Found Its Bearings,"Senior Analyst, Servers, Matt Kimball, dives in as Intel launched its 4th Gen Xeon processor, code-named Sapphire Rapids, today as this launch comes after some delay due to manufacturing issues, a change of leadership and other internal organization shifts.",https://www.forbes.com/sites/moorinsights/2023/01/10/sapphire-rapids-signals-intel-has-found-its-bearings/,https://imageio.forbes.com/specials-images/imageserve/63bd89d62039169d156dee4e/0x0.png?format=png&width=1200,2023-01-10T18:15:30Z,"Intel launched its 4th Gen Xeon processor, code-named Sapphire Rapids, today. This launch comes after some delay due to manufacturing issues, a change of leadership and other internal organization shâ€¦ [+13521 chars]"
63,63,"{'id': None, 'name': 'Forbes'}","Steve McDowell, Contributor, 
 Steve McDowell, Contributor
 https://www.forbes.com/sites/moorinsights/people/stevemcdowell/",The 2023 Enterprise Storage Agenda,"Senior Analyst, Storage & Data, Steve McDowell, dives in as it isn't easy to distill everything that's happening around the storage industry into a set of concrete predictions. In fact, it'd be folly to try. Steve McDowell offers up the topics that will set tâ€¦",https://www.forbes.com/sites/moorinsights/2023/01/09/the-2023-enterprise-storage-agenda/,https://imageio.forbes.com/specials-images/imageserve/63bc8535e6c5c46602f26064/0x0.jpg?format=jpg&width=1200,2023-01-09T21:21:22Z,"Enterprise Storage 2023
Moor Insights &amp; Strategy
The turning of the calendar triggers a natural sense of anticipation. The year has changed, and we can all start fresh, erasing what isn't workiâ€¦ [+13310 chars]"
64,64,"{'id': None, 'name': 'Forbes'}","Matt Kimball, Contributor, 
 Matt Kimball, Contributor
 https://www.forbes.com/sites/moorinsights/people/mattkimball/",Five Enterprise IT Predictions For 2023,"Senior Analyst, Servers, Matt Kimball, dives in as 2022 was a fascinating year for enterprise IT and the companies that deliver products and services to this market. He gives his five predictions for what we will see in the new year.",https://www.forbes.com/sites/moorinsights/2023/01/06/five-enterprise-it-predictions-for-2023/,https://imageio.forbes.com/specials-images/imageserve/63b8aad275ac67abeef26064/0x0.jpg?format=jpg&width=1200,2023-01-06T23:12:37Z,"Intel
Intel
2022 was a fascinating year for enterprise IT and the companies that deliver products and services to this market. Digital transformation was front and center for virtually every organiâ€¦ [+12046 chars]"
65,65,"{'id': None, 'name': 'Forbes'}","Patrick Moorhead, Senior Contributor, 
 Patrick Moorhead, Senior Contributor
 https://www.forbes.com/sites/patrickmoorhead/",Lenovo Shows Off New And Innovative PC And Phone Designs At CES 2023,#1-Ranked Industry Analyst Patrick Moorhead dives into Lenovo's new and innovative PC and Phone designs at CES 2023.,https://www.forbes.com/sites/patrickmoorhead/2023/01/11/lenovo-shows-off-new-and-innovative-pc-and-phone-designs-at-ces-2023/,https://imageio.forbes.com/specials-images/imageserve/63beef465518a57d04e4e9c0/0x0.jpg?format=jpg&width=1200,2023-01-11T17:23:15Z,"The Lenovo Yoga 9i in vertical mode. 
Jacob Freyman
This year at CES 2023, Lenovo announced its newest lineup of ThinkBook, ThinkPad and Yoga devices and more. Every year, I believe Lenovo does a gâ€¦ [+14728 chars]"
66,66,"{'id': None, 'name': 'Forbes'}","Anshel Sag, Contributor, 
 Anshel Sag, Contributor
 https://www.forbes.com/sites/moorinsights/people/anshelsag/",Snapdragon Satellite And The State Of Satellite Mobile Communications,"Senior Analyst, Mobility & VR, Anshel Sag, dives in as even with all the announcements and product launches of 2022, some companies were curiously missing, namely Qualcomm. That all changed this month at CES 2023, when the company announced a two-way messaginâ€¦",https://www.forbes.com/sites/moorinsights/2023/01/11/snapdragon-satellite-and-the-state-of-satellite-mobile-communications-1/,https://imageio.forbes.com/specials-images/imageserve/63befad9ff4062bcda89b8e7/0x0.jpg?format=jpg&width=1200,2023-01-11T18:15:09Z,"Qualcomm
Qualcomm
There is no question that satellite-enabled smartphones have become a major trend recently. Just in the past year, the likes of Apple, Amazon, AST-SpaceMobile, AT&amp;T, Bullitt Gâ€¦ [+13175 chars]"
67,67,"{'id': None, 'name': 'Forbes'}","Bill Curtis, Contributor, 
 Bill Curtis, Contributor
 https://www.forbes.com/sites/moorinsights/people/billcurtis/",CES 2023: Matter â€” Unlocking The Smart Home,"Analyst-in-Residence, Industrial IoT and IoT Technology, Bill Curtis, dives in as he look at Matter from a business perspective, explaining what it is, why itâ€™s a game-changer for the CE industry, and how itâ€™s becoming an influential design pattern for IoT coâ€¦",https://www.forbes.com/sites/moorinsights/2023/01/27/ces-2023-matter---unlocking-the-smart-home/,https://imageio.forbes.com/specials-images/imageserve/63d3f0d6631477a3f0922f16/0x0.jpg?format=jpg&width=1200,2023-01-27T15:47:21Z,"Matter
Matter
Every year, after recovering from CES, I take a step back and evaluate the most influential IoT technology trends. This years winner is Matter, a new industry standard for smart home â€¦ [+14825 chars]"
68,68,"{'id': None, 'name': 'Forbes'}","Anshel Sag, Contributor, 
 Anshel Sag, Contributor
 https://www.forbes.com/sites/moorinsights/people/anshelsag/",Snapdragon Satellite And The State Of Satellite Mobile Communications,"Senior Analyst, Mobility & VR, Anshel Sag, covers Qualcomm's Snapdragon Satellite at CES 2023.",https://www.forbes.com/sites/moorinsights/2023/01/11/snapdragon-satellite-and-the-state-of-satellite-mobile-communications/,https://imageio.forbes.com/specials-images/imageserve/63be1da9941c86e68b15fadb/0x0.jpg?format=jpg&width=1200,2023-01-11T14:00:00Z,"Anshel Sag
There is no question that satellite-enabled smartphones have become a major trend recently. Just in the past year, the likes of Apple, Amazon, AST-SpaceMobile, AT&amp;T, Bullitt Group, Glâ€¦ [+13329 chars]"
69,69,"{'id': None, 'name': 'Forbes'}","Patrick Moorhead, Senior Contributor, 
 Patrick Moorhead, Senior Contributor
 https://www.forbes.com/sites/patrickmoorhead/",Intel Announces New 13th Gen Mobile Processors At CES To Kick Off 2023,#1-Ranked Industry Analyst Patrick Moorhead give his analysis of Intel's next-generation 13th Gen Core processors and Intel Evo Platform at CES 2023.,https://www.forbes.com/sites/patrickmoorhead/2023/01/11/intel-announces-new-13th-gen-mobile-processors-at-ces-to-kick-off-2023/,https://imageio.forbes.com/specials-images/imageserve/63bec600679ee69ee5e4e9c6/0x0.jpg?format=jpg&width=1200,2023-01-11T14:25:17Z,"Intel
2022 was a big year for Intel. Although all its processors were not on the top of every stack in performance, it has made huge long-term progress in every product line. And we have to recognizâ€¦ [+11645 chars]"
70,70,"{'id': None, 'name': 'Forbes'}","Will Townsend, Contributor, 
 Will Townsend, Contributor
 https://www.forbes.com/sites/moorinsights/people/willtownsend/",Three Sport And Entertainment Venues That Understand The Value Of Connectivity,"Vice President, Security, Carriers and Enterprise Networking, Will Townsend dives into the value of connectivity for enhancing the fan experience and improving operational efficiency at three sport and entertainment venues.",https://www.forbes.com/sites/moorinsights/2023/01/13/three-sport-and-entertainment-venues-that-understand-the-value-of-connectivity/,https://imageio.forbes.com/specials-images/imageserve/63c1890fa48b31f629964a41/0x0.jpg?format=jpg&width=1200,2023-01-13T16:45:54Z,"Chase Center
Will Townsend
Its easy to take connectivity for granted. Although there is still a digital divide in some rural parts of the United States, many enjoy ubiquitous connectivity in the foâ€¦ [+12221 chars]"
71,71,"{'id': None, 'name': 'Forbes'}","Melody Brue, Contributor, 
 Melody Brue, Contributor
 https://www.forbes.com/sites/moorinsights/people/melodybrue/","Seamless Checkout, AI, Robotics News From Microsoft, Google, Brain Corp And More At NRF 2023",Vice President and Principal Analyst Melody Brue looks at some of the companies and products showcased at NRF 2023 that maximize the three pillars of an excellent shopping experience.,https://www.forbes.com/sites/moorinsights/2023/01/23/seamless-checkout-ai-robotics-news-from-microsoft-google-brain-corp-and-more-at-nrf-2023/,https://imageio.forbes.com/specials-images/imageserve/63ceffd2b891403906766ec0/0x0.jpg?format=jpg&width=1200,2023-01-23T21:50:02Z,"Photo 35345885 / Contactless Payments Â© Ldprod | Dreamstime.com
Earlier this month the National Retail Federation (NRF) held its annual Big Show in New York City. What used to be an old-guard show fâ€¦ [+13761 chars]"
72,72,"{'id': None, 'name': 'Forbes'}","Matt Kimball, Contributor, 
 Matt Kimball, Contributor
 https://www.forbes.com/sites/moorinsights/people/mattkimball/",How Are Server Vendors Embracing Intel's Sapphire Rapids?,"Senior analyst, Servers a Storage, Matt Kimball, dives in as major server vendors have announced portfolios that give insights into how these players view Sapphire Rapids and where it will play in the market.

 each server vendor and provide thoughts on the sâ€¦",https://www.forbes.com/sites/moorinsights/2023/01/24/how-are-server-vendors-embracing-intels-sapphire-rapids/,https://imageio.forbes.com/specials-images/imageserve/63cfe3b68d4d58f2be766ebe/0x0.jpg?format=jpg&width=1200,2023-01-24T13:59:36Z,"Intel
Intel
It's been two weeks since Intel launched its 4th Gen Xeon Scalable processorcode-named and further referenced here as Sapphire Rapids. Since then, the major server vendors have announceâ€¦ [+17047 chars]"
