Index,Source,Author,Title,Description,Content,Headline Sentiment,Offense Rating,Negative Words,Offensive Words,Tags,publishedAt,url,urlToImage
37,Vice News,"Joseph Cox, Emanuel Maiberg",Top Kickboxers Advertised Encrypted Phones Used by Organized Crime,"Dutch police hacked and shutdown Exclu, a phone network used by alleged criminals. A promotional video shows professional fighters promoting the phones.","The camera slowly zooms in on a man wearing an orange Nike tracksuit in a gym. He is holding a mobile phone, staring intently at its screen. On the back of the phone is a sticker: “#EXCLU JARAYA.” Th… [+2926 chars]",Very Positive,70,[],['criminals'],"['alleged', 'Exclu']",2023-02-27T14:00:00Z,https://www.vice.com/en/article/n7z897/top-kickboxers-advertised-exclu-encrypted-phones,https://video-images.vice.com/articles/63f8f60901ba585e0ed22c00/lede/1677260418336-exclu-hoodie.jpeg?image-resize-opts=Y3JvcD0wLjkxOTk0Mzc0MTIwOTU2NHh3OjF4aDtjZW50ZXIsY2VudGVyJnJlc2l6ZT0xMjAwOiomcmVzaXplPTEyMDA6Kg
38,Autoblog,Steven J. Ewing,2023 BMW Z4 First Drive Review: More fun than you'd think,"Filed under:
 BMW,First Drives,Convertible,Luxury
 Continue reading 2023 BMW Z4 First Drive Review: More fun than you'd think
2023 BMW Z4 First Drive Review: More fun than you'd think originally appeared on Autoblog on Tue, 7 Mar 2023 06:00:00 EST. Please see…","MIAMI Theres a joke amongst auto writers that if a company holds a launch event in Florida, the car probably isnt very good to drive. Florida is known for many things, but great roads arent one of em… [+5013 chars]",Very Positive,30,['Mar'],[],"['BMW', 'Review', 'Continue', 'Drive', 'Autoblog', 'on', 'Tue', 'DrivesConvertibleLuxury', '7', 'Filed', 'BMWFirst', 'First']",2023-03-07T11:00:00Z,https://www.autoblog.com/2023/03/07/2023-bmw-z4-review/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2023/03/06140237/2023-BMW-Z4-M40i-front-three-quarter.jpg
39,Autoblog,Ronan Glon,BMW hasn't ruled out licensing its hydrogen-electric technology,"Filed under:
 Green,BMW,Hydrogen Cars
 Continue reading BMW hasn't ruled out licensing its hydrogen-electric technology
BMW hasn't ruled out licensing its hydrogen-electric technology originally appeared on Autoblog on Tue, 28 Feb 2023 10:36:00 EST. Please se…","BMW has historically licensed its engines to a diverse list of manufacturers; the Bertone Freeclimber, the McLaren F1, the Morgan Plus Six, and the Ineos Grenadier are all BMW-powered. The company to… [+2015 chars]",Very Negative,220,[],[],"['BMW', 'Autoblog', 'on', 'Tue', 'Filed', '28']",2023-02-28T15:36:00Z,https://www.autoblog.com/2023/02/28/bmw-hydrogen-electric-powertrain-technology-licensing-to-others/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2023/02/16132141/rg-bmw-ix5-3.jpg
40,Autoblog,Ronan Glon,BMW unveils new iDrive infotainment system with smartphone-like design,"Filed under:
 Technology,BMW,Infotainment
 Continue reading BMW unveils new iDrive infotainment system with smartphone-like design
BMW unveils new iDrive infotainment system with smartphone-like design originally appeared on Autoblog on Wed, 8 Mar 2023 09:28:…","BMW drew inspiration from the ever-changing world of smartphones to update its iDrive infotainment system. Known as version 8.5, the software gains a long list of features including a new home screen… [+1451 chars]",Very Positive,30,['Mar'],[],"['BMW', 'Autoblog', 'on', 'Filed', 'iDrive', 'We', 'd']",2023-03-08T14:28:00Z,https://www.autoblog.com/2023/03/08/bmw-idrive-8-5-2023-update/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2023/03/08085613/P90497248_highRes_bmw-idrive-quicksele.jpg
41,Autoblog,Ronan Glon,"BMW previews next-generation 5 Series, confirms EV variant","Filed under:
 Green,BMW,Wagon,Electric,Luxury,Sedan
 Continue reading BMW previews next-generation 5 Series, confirms EV variant
BMW previews next-generation 5 Series, confirms EV variant originally appeared on Autoblog on Wed, 15 Mar 2023 08:13:00 EDT. Pleas…","BMW's eighth-generation 5 Series is due out before the end of 2023, and it sounds like the Munich-based carmaker has major changes in store for the model. The global lineup will include gasoline-, di… [+1605 chars]",Very Positive,40,"['Pleas', 'Mar']",[],"['BMW', 'Continue', 'EV', 'Autoblog', 'on', 'Filed', 'GreenBMWWagonElectricLuxurySedan', 'd', 'We']",2023-03-15T12:13:00Z,https://www.autoblog.com/2023/03/15/bmw-5-series-i5-next-gen-preview-electric-teaser/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2023/03/15071900/P90497499_highRes_the-new-bmw-i5-from-.jpg
42,Autoblog,Ronan Glon,"BMW R18 B Heavy Duty is a head-turning, flat-twin-powered custom bike","Filed under:
 Design/Style,BMW,Bikes
 Continue reading BMW R18 B Heavy Duty is a head-turning, flat-twin-powered custom bike
BMW R18 B Heavy Duty is a head-turning, flat-twin-powered custom bike originally appeared on Autoblog on Tue, 14 Mar 2023 11:11:00 EDT…","Released in 2020, the BMW R18 was welcomed as a blank canvas by companies that specialize in modifying motorcycles. Created by Fred Kodlin with the German firm's blessing, the latest R18 offshoot tur… [+2142 chars]",Very Positive,30,['Mar'],[],"['BMW', 'Continue', 'Autoblog', 'on', 'Tue', 'Filed', '14', 'DesignStyleBMWBikes']",2023-03-14T15:11:00Z,https://www.autoblog.com/2023/03/14/bmw-motorrad-r18b-heavy-duty-motorcycle/,https://o.aolcdn.com/images/dims3/GLOB/crop/1725x970+9+123/resize/800x450!/format/jpg/quality/85/https://s.aolcdn.com/os/ab/_cms/2023/03/14085859/P90497557_highRes.jpg
43,Autoblog,Greg Migliore,"2022 BMW 330e xDrive Video Review: Sporty, thirsty and a commentary on plug-in hybrids","Filed under:
 Green,Green,BMW,Long-Term Garage,Electric,Sedan
 Continue reading 2022 BMW 330e xDrive Video Review: Sporty, thirsty and a commentary on plug-in hybrids
2022 BMW 330e xDrive Video Review: Sporty, thirsty and a commentary on plug-in hybrids origi…","In this episode of Autoblog Garage, we break down the finer points of the 2022 BMW 330e xDrive. After more than a year in the Autobloglong-term garage, this plug-in hybrid 3 Series has rolled up more… [+706 chars]",Very Positive,20,[],[],"['BMW', 'Review', 'Sporty', 'GarageElectricSedan', 'Continue', 'xDrive', 'Filed', 'Video']",2023-03-15T13:00:00Z,https://www.autoblog.com/2023/03/15/2022-bmw-330e-video-review/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2023/03/14170419/2022-BMW-330e-xDrive_V2.jpg
44,Autoblog,Jonathon Ramsey,BMW bringing a mystery M car and a one-off droptop to Villa d'Este,"Filed under:
 BMW,Convertible,Coupe,Motorcycle,Autonomous Vehicles,Concept Cars,Electric,Luxury,Special and Limited Editions,Performance,Sedan
 Continue reading BMW bringing a mystery M car and a one-off droptop to Villa d'Este
BMW bringing a mystery M car an…","It's almost time to gather on the shores of Italy's Lake Como again for the Concorso dEleganza Villa dEste 2023. The event, May 19-21 at the Grand Hotel Villa d'Este, is a staple on BMW's calendar, t… [+2477 chars]",Very Positive,50,"['mystery', 'Limited']",[],"['BMW', 'dEste', 'Villa', 'Filed']",2023-03-20T16:55:00Z,https://www.autoblog.com/2023/03/20/bmw-mystery-car-mini-cooper-se-convertible-concorso-deleganza-villa-deste/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2023/03/19154915/bmw_villa_d-este_2023.jpg
45,Autoblog,Ronan Glon,BMW's Neue Klasse-based models will get a dashboard-wide head-up display,"Filed under:
 Green,BMW,Technology,Electric
 Continue reading BMW's Neue Klasse-based models will get a dashboard-wide head-up display
BMW's Neue Klasse-based models will get a dashboard-wide head-up display originally appeared on Autoblog on Wed, 15 Mar 2023…","Unveiled at CES 2023, the BMW i Vision Dee concept is a mission statement created to illustrate the direction the German firm will take in the second half of the 2020s. We know its electric platform … [+1987 chars]",Very Positive,30,['Mar'],[],"['Continue', 'GreenBMWTechnologyElectric', 'on', 'Autoblog', 'Filed', 'd', 'We']",2023-03-15T13:45:00Z,https://www.autoblog.com/2023/03/15/bmw-panoramic-hud-revealed-for-neue-klasse-vehicles/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2023/03/15085857/bmw-panoramic-vision-1.jpg
46,Autoblog,Ronan Glon,Third-generation Mini Countryman looks all grown up in official spy shots,"Filed under:
 MINI,Crossover
 Continue reading Third-generation Mini Countryman looks all grown up in official spy shots
Third-generation Mini Countryman looks all grown up in official spy shots originally appeared on Autoblog on Wed, 1 Mar 2023 09:45:00 EST.…","Mini's Countryman crossover is about to receive a significant makeover. While the third-generation model won't make its debut until later in 2023, the BMW-owned company published a set of official ""s… [+1772 chars]",Very Positive,30,['Mar'],[],"['Continue', 'Autoblog', 'on', 'reading', 'Mini', 'Countryman', '1', 'Filed', 'MINICrossover', 'Thirdgeneration', 'd', 'We']",2023-03-01T14:45:00Z,https://www.autoblog.com/2023/03/01/mini-countryman-third-generation-spy-shots-official/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2023/03/01081510/P90496138_highRes_the-new-mini-country.jpg
47,Autoblog,Insider,Ford and GM follow Tesla's lead and wade into China price war,"Filed under:
 Green,Audi,Crossover,Electric,Luxury
 Continue reading Ford and GM follow Tesla's lead and wade into China price war
Ford and GM follow Tesla's lead and wade into China price war originally appeared on Autoblog on Sun, 19 Mar 2023 11:30:00 EDT. …","Ford has cut the 
 Mustang Mach-E by about $6,000. 
 Getty Images
Ford and GM are cutting prices in China to boost sales following the abolition of subsidies for electric vehicles, The Wall Street… [+1728 chars]",Very Positive,30,['Mar'],[],"['GreenAudiCrossoverElectricLuxury', 'Continue', 'GM', 'China', 'Autoblog', 'on', 'Filed', 'Teslas', 'Sun', 'Ford']",2023-03-19T15:30:00Z,https://www.autoblog.com/2023/03/19/ford-gm-tesla-china-price-war/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://media.zenfs.com/en/insider_articles_922/c840abdaa0e5c6950a6885b308bdcb19
48,Autoblog,Stephen Williams,Some younger drivers relish the idea of stick shifting,"Filed under:
 Read This,BMW,MINI,Car Buying,Automotive History,Driving,Electric
 Continue reading Some younger drivers relish the idea of stick shifting
Some younger drivers relish the idea of stick shifting originally appeared on Autoblog on Sat, 4 Mar 2023 …","Part way into the 21stCentury, obsolescence isnt what it used to be, especially in the minds of younger consumers; consider the renaissance of vinyl records and film cameras. To that list, add the au… [+2279 chars]",Neutral,30,['Mar'],[],"['Autoblog', 'on', 'Filed', '4', 'Sat']",2023-03-04T14:00:00Z,https://www.autoblog.com/2023/03/04/manual-transmission-young-people-interest/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2022/07/28161625/2023-Acura-Integra-A-Spec-manual-shifter.jpg
49,Autoblog,Stephen Williams,"At Audi, giving cars 'names' is a bit like Boggle with numbers","Filed under:
 By the Numbers,Design/Style,Audi,BMW,Mercedes-Benz,Electric,Sedan
 Continue reading At Audi, giving cars 'names' is a bit like Boggle with numbers
At Audi, giving cars 'names' is a bit like Boggle with numbers originally appeared on Autoblog on …","Giving a car model a name used to be something of an art form. But for some time at Audi, the name of the game has been to number its models following a letter. And now, the jumble is about to become… [+2102 chars]",Positive,40,['Boggle'],[],"['Autoblog', 'on', 'Filed', 'Boggle', 'Audi']",2023-03-23T20:05:00Z,https://www.autoblog.com/2023/03/23/audi-name-number-system-gas-odd-electric-even/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2023/03/23145924/Screenshot-2023-03-23-at-2.52.12-PM.png
50,Autoblog,Chris Teague,Michigan Chevy dealers' ad gets a very Michigan detail wrong,"Filed under:
 Humor,Weird Car News,Chevrolet
 Continue reading Michigan Chevy dealers' ad gets a very Michigan detail wrong
Michigan Chevy dealers' ad gets a very Michigan detail wrong originally appeared on Autoblog on Wed, 15 Mar 2023 12:06:00 EDT. Please s…","Regional dealer associations often work with their members to create marketing campaigns around new products or promotional campaigns. The ads usually have recognizable landmarks from the area, such … [+1641 chars]",Very Negative,250,"['Mar', 'wrong']",[],"['on', 'Autoblog', 'Filed', 'Michigan', 'd', 'We', 'Chevy']",2023-03-15T16:06:00Z,https://www.autoblog.com/2023/03/15/chevy-ad-mistake-michigan-lighthouse/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2023/03/15120410/Lighthouse.jpg
51,Autoblog,Insider,Watch: Hyundai revealed a one-armed robot that charges your electric car for you,"Filed under:
 By the Numbers,Design/Style,Audi,BMW,Mercedes-Benz,Electric,Sedan
 Continue reading Watch: Hyundai revealed a one-armed robot that charges your electric car for you
Watch: Hyundai revealed a one-armed robot that charges your electric car for you…","Hyundai's automatic charging 
 robot plugging a 
 charger into its electric Ioniq 6 sedan. 
 Hyundai
Charging an electric car can be a hassle. But Hyundai envisions a future where drivers won't n… [+2114 chars]",Very Positive,80,[],[],"['charges', 'Hyundai', 'Filed']",2023-03-23T19:30:00Z,https://www.autoblog.com/2023/03/23/watch-hyundai-revealed-a-one-armed-robot-that-charges-your-electric-car-for-you/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://media.zenfs.com/en/insider_articles_922/bddc5c5d101516125ecdbb52416dbd71
52,Autoblog,Ronan Glon,Toyota isn't giving up on hydrogen technology in spite of new EV focus,"Filed under:
 Green,Toyota,Hydrogen Cars
 Continue reading Toyota isn't giving up on hydrogen technology in spite of new EV focus
Toyota isn't giving up on hydrogen technology in spite of new EV focus originally appeared on Autoblog on Mon, 20 Mar 2023 09:46:…","With long-time CEO Akio Toyoda nearly out of the picture, Toyota is shifting its focus to developing more electric vehicles. However, the firm has invested a considerable amount of resources into hyd… [+2535 chars]",Negative,150,"['spite', 'Mar']",[],"['Toyota', 'Cars', 'Continue', 'EV', 'Autoblog', 'on', 'Filed', 'GreenToyotaHydrogen', '20', 'Mon']",2023-03-20T13:46:00Z,https://www.autoblog.com/2023/03/20/toyota-hydrogen-future-ev-development/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2021/06/02105238/Toyota-Corolla-Sport-Hydrogen-race-car-051.jpg
53,Autoblog,Jonathon Ramsey,Ford's electric Supervan 4 headed up Pikes Peak,"Filed under:
 Green,Motorsports,Ford,Minivan/Van,Electric,Racing Vehicles,Performance
 Continue reading Ford's electric Supervan 4 headed up Pikes Peak
Ford's electric Supervan 4 headed up Pikes Peak originally appeared on Autoblog on Mon, 27 Feb 2023 10:50:0…",The coming Ford F-150 Lightning performance demonstrator won't be the only battery-powered show of Ford muscle this year. The Supervan 4 is headed to this year's running of the 101st Pikes Peak Inter… [+1631 chars],Very Positive,20,[],[],"['Peak', 'Fords', 'Autoblog', 'on', '2023', '27', 'Pikes', 'Filed', 'Feb', 'VehiclesPerformance', 'Mon', '10500']",2023-02-27T15:50:00Z,https://www.autoblog.com/2023/02/27/ford-supervan-pikes-peak-international-hill-climb/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2023/02/26043425/ford_supervan_pikes_peak.jpg
54,Autoblog,Jonathon Ramsey,Cadillac begins celebrating 20 years of V-Series right now,"Filed under:
 Cadillac,Electric,Future Vehicles,Luxury,Performance,Sedan
 Continue reading Cadillac begins celebrating 20 years of V-Series right now
Cadillac begins celebrating 20 years of V-Series right now originally appeared on Autoblog on Fri, 17 Mar 202…","Among the automotive anniversaries this year, Porsche celebrates its 75th year as a going concern, Ferrari celebrates its return to the top class of endurance racing after 50 years, and Cadillac is c… [+2147 chars]",Very Positive,90,['Mar'],[],"['right', 'Autoblog', 'on', 'CadillacElectricFuture', 'Filed', 'Fri', 'Cadillac']",2023-03-17T19:16:00Z,https://www.autoblog.com/2023/03/17/cadillac-v-series-20th-anniversary-sebring-lyriq/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2023/03/17140147/2023_cadillac_v-series_lineup.jpg
55,Autoblog,Ronan Glon,Genesis remains open to launching a small electric car,"Continue reading Genesis remains open to launching a small electric car
Genesis remains open to launching a small electric car originally appeared on Autoblog on Wed, 22 Mar 2023 09:49:00 EDT. Please see our terms for use of feeds.
Permalink | 
Email this | 
…","Genesis planted its flag on European soil in 2021, and it released the G70 Shooting Brake to lure motorists across the pond out of BMW and Mercedes-Benz showrooms. The company confirmed it's consider… [+2166 chars]",Negative,200,['Mar'],['remains'],"['Genesis', 'on', 'Autoblog', 'd', 'We']",2023-03-22T13:49:00Z,https://www.autoblog.com/2023/03/22/genesis-luxury-city-car-mint-concept/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2023/03/22094811/Genesis-Mint_Concept.jpg
56,Autoblog,Insider,Meet some of the 'hot rodders' making classic gas-powered cars run on electricity,"Filed under:
 Ford,Automotive History,SUV,Classics
 Continue reading Meet some of the 'hot rodders' making classic gas-powered cars run on electricity
Meet some of the 'hot rodders' making classic gas-powered cars run on electricity originally appeared on Aut…","Michael Bream, CEO of EV West, has built electric hot rods, project cars, and race cars, and uses that experience to develop products for conversions. 
 EV West
There's a growing group of enthusias… [+5928 chars]",Very Positive,20,[],[],"['HistorySUVClassics', 'Continue', 'FordAutomotive', 'Filed']",2023-03-19T11:00:00Z,https://www.autoblog.com/2023/03/19/meet-hot-rodders-making-classic-gas-powered-cars-run-on-electricity/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://media.zenfs.com/en/insider_articles_922/952a6f134e57eae4e700f84d09a250d4
57,Autoblog,Zac Palmer,2023 Mercedes-Benz EQE SUV pricing revealed with an intriguing twist,"Filed under:
 Green,Mercedes-Benz,Green Automakers,Crossover,SUV,Electric,Luxury
 Continue reading 2023 Mercedes-Benz EQE SUV pricing revealed with an intriguing twist
2023 Mercedes-Benz EQE SUV pricing revealed with an intriguing twist originally appeared on…","The 2023 Mercedes-Benz EQE SUV is arriving at dealerships this spring, and now we know its price. There will be three powertrain options available from the beginning of sales including the 350+, 350 … [+2682 chars]",Positive,40,['twist'],[],['Filed'],2023-03-08T20:02:00Z,https://www.autoblog.com/2023/03/08/2023-mercedes-benz-eqe-suv-pricing-revealed/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2023/03/08144621/2024-Mercedes-Benz-EQE-SUV-121.jpg
58,Autoblog,Bloomberg,Tesla and other automakers are in a magnet race to build EVs without rare earth metals,"Filed under:
 Green,Emerging Technologies,Electric
 Continue reading Tesla and other automakers are in a magnet race to build EVs without rare earth metals
Tesla and other automakers are in a magnet race to build EVs without rare earth metals originally appea…","This unit for the i-DCD drive motor, the world's first electric motor for hybrid cars that uses no heavy rare earth metals, jointly developed by Honda Motor Co. and Daido Steel Co. was shown back in … [+3605 chars]",Very Positive,20,[],[],"['Tesla', 'Filed']",2023-03-20T15:58:00Z,https://www.autoblog.com/2023/03/20/rare-earth-metals-ev-electric-motors/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.yimg.com/os/creatr-uploaded-images/2023-03/353e7dd0-c737-11ed-adcf-19d1913e6abc
59,Autoblog,Jeremy Korzeniewski,2023 Genesis Electrified GV70 First Drive Review: Put this EV on your short list,"Filed under:
 Green,Genesis,First Drives,New Car Reviews,Crossover,Electric,Luxury
 Continue reading 2023 Genesis Electrified GV70 First Drive Review: Put this EV on your short list
2023 Genesis Electrified GV70 First Drive Review: Put this EV on your short l…","ATLANTA, Ga. Theres something interesting about the Genesis Electrified GV70, and even though its plainly obvious, its still worth pointing out: its skin and much of its chassis are basically shared … [+11608 chars]",Very Positive,20,[],[],"['Review', 'Drive', 'Put', 'Filed', 'First']",2023-03-21T16:00:00Z,https://www.autoblog.com/2023/03/21/2023-genesis-electrified-gv70-first-drive-review/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2023/03/21105612/genesis-electrified-gv70-071.jpg
60,Autoblog,Byron Hurd,2023 Mercedes-Benz EQE 350+ Road Test: Reimagining the Mercedes midsize sedan,"Filed under:
 Green,Mercedes-Benz,New Car Reviews,Electric,Luxury,Sedan,Road Tests
 Continue reading 2023 Mercedes-Benz EQE 350+ Road Test: Reimagining the Mercedes midsize sedan
2023 Mercedes-Benz EQE 350+ Road Test: Reimagining the Mercedes midsize sedan or…",DETROIT What comes out the other side when Mercedes-Benz chucks a well-established midsize luxury sedan nameplate into its magical EV converter? Take one look at the 2023 EQE sedan and you know right… [+8421 chars],Very Positive,20,[],[],['Filed'],2023-03-08T11:00:00Z,https://www.autoblog.com/2023/03/08/mercedes-eqe-350-road-test/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2022/09/27112547/2023-Mercedes-Benz-EQE-500-Sedan-12.jpg
61,Autoblog,Jeremy Korzeniewski,Best used cars to buy in 2023,"Filed under:
 Green,Car Buying,Used Car Buying,Truck,Convertible,Coupe,Crossover,Hatchback,SUV,Wagon,Economy Cars,Electric,Hybrid,Off-Road Vehicles,Performance,Sedan
 Continue reading Best used cars to buy in 2023
Best used cars to buy in 2023 originally appe…","Car and truck buyers, as were sure youve noticed, are increasingly being priced out of the new vehicle market as every month seems to set a new record for average transaction prices. The good news, t… [+18814 chars]",Very Positive,20,[],[],"['GreenCar', 'VehiclesPerformanceSedan', 'Filed']",2023-03-24T10:00:00Z,https://www.autoblog.com/article/best-used-cars-to-buy/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2023/03/23152746/inflation.jpeg
62,Autoblog,Insider,EVs don't need as much maintenance: Here are key differences,"Filed under:
 Government/Legal,Green,Electric
 Continue reading EVs don't need as much maintenance: Here are key differences
EVs don't need as much maintenance: Here are key differences originally appeared on Autoblog on Mon, 13 Mar 2023 15:17:00 EDT. Please …","EV drivers can say goodbye forever to oil changes and various other common gas-drivetrain maintenance responsibilities. Tesla has advertised its vehicles with that, touting them as ""eliminating the n… [+4686 chars]",Neutral,30,['Mar'],[],"['13', 'Autoblog', 'on', 'Filed', 'Mon']",2023-03-13T19:17:00Z,https://www.autoblog.com/2023/03/13/electric-cars-evs-dont-need-as-much-maintenance/,https://o.aolcdn.com/images/dims3/GLOB/crop/1440x810+0+149/resize/800x450!/format/jpg/quality/85/https://media.zenfs.com/en/insider_articles_922/dfb2a1ead0e17aa7e9cd65de8f4e3757
63,Autoblog,Zac Palmer,2023 Volvo XC40 and XC40 Recharge Review: Gas or electric? You can’t go wrong,"Filed under:
 Green,Volvo,Buying Guide,New Car Reviews,Crossover,SUV,Electric,Hybrid,Luxury
 Continue reading 2023 Volvo XC40 and XC40 Recharge Review: Gas or electric? You can’t go wrong
2023 Volvo XC40 and XC40 Recharge Review: Gas or electric? You can’t go…","Pros: Cute and functional design; efficient powertrains; a good overall value
Cons: Recycled materials can feel cheap; Recharge has average EV range; doesnt qualify for federal EV tax credit
The 20… [+11076 chars]",Very Negative,230,['wrong'],[],"['Recharge', 'Review', 'Continue', 'Gas', 'GreenVolvoBuying', 'Filed', 'Car', 'GuideNew', 'Volvo', 'ReviewsCrossoverSUVElectricHybridLuxury']",2023-03-01T13:45:00Z,https://www.autoblog.com/article/2023-volvo-xc40-and-xc40-recharge-review/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2023/02/24123542/IMG_93143.jpg
64,Autoblog,Reuters,Scratched EV battery? Your insurer may have to junk the whole car,"Filed under:
 Green,Tesla,Auto Repair,Insurance,Electric
 Continue reading Scratched EV battery? Your insurer may have to junk the whole car
Scratched EV battery? Your insurer may have to junk the whole car originally appeared on Autoblog on Mon, 20 Mar 2023 …","Damaged electric vehicles that have been written off by insurers are lined up at UK salvage company Synetiq's yard in Doncaster, Britain. (Reuters)
LONDON/DETROIT For many electric vehicles, there i… [+7942 chars]",Very Negative,270,"['Scratched', 'junk', 'Mar']",[],"['EV', 'Autoblog', 'Scratched', 'on', 'Filed', '20', 'Mon']",2023-03-20T16:14:00Z,https://www.autoblog.com/2023/03/20/ev-battery-packs-insurers-junk-entire-car/,https://o.aolcdn.com/images/dims3/GLOB/crop/5472x3078+0+486/resize/800x450!/format/jpg/quality/85/https://s.aolcdn.com/os/ab/_cms/2023/03/20121304/2023-03-20T132258Z_3_LYNXMPEJ2J050_RTROPTP_4_AUTOS-ELECTRIC-INSURANCE.jpg.jpg
65,Autoblog,Lawrence Ulrich,Genesis' decision to build the Electrified GV70 in America is a sign of things to come,"Filed under:
 Government/Legal,Green,Plants/Manufacturing,Genesis,Hyundai,Kia,Car Buying,Crossover,SUV,Electric,Luxury
 Continue reading Genesis' decision to build the Electrified GV70 in America is a sign of things to come
Genesis' decision to build the Elec…","As Steely Dan famously sang, they call Alabama the Crimson Tide. Here in Montgomery, were knee-deep in a Green Tide thats transforming the business of building and selling cars. The high-style Genesi… [+7228 chars]",Very Positive,80,[],[],"['Genesis', 'decision', 'America', 'Filed']",2023-03-21T16:05:00Z,https://www.autoblog.com/2023/03/21/genesis-electrified-gv70-alabama-america-ira-ev-tax-credit/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2023/03/21114719/GV70.Electrified1458.jpg
66,Autoblog,Zac Palmer,"Best small SUVs of 2023: Compact, midcompact and subcompact","Filed under:
 Car Buying,Best Cars,Crossover,Hatchback,SUV,Electric,Hybrid,Off-Road Vehicles
 Continue reading Best small SUVs of 2023: Compact, midcompact and subcompact
Best small SUVs of 2023: Compact, midcompact and subcompact originally appeared on Autob…","It seems like such a simple question, right? What is the best small SUV? Really, we'd love to provide a simple answer. Buy the _______! Unfortunately, it's just not that simple, though we'll at least… [+16327 chars]",Very Positive,20,[],[],['Filed'],2023-03-02T13:00:00Z,https://www.autoblog.com/article/best-small-suvs/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2023/03/01120717/Small-SUVS-collage-22823.jpg
67,Penny-arcade.com,nan,12 Hours of Sebring!,Now that my body is handling VR much better I am back into sim racing in a big way. I had been using an ultrawide monitor for my racing display but VR is SO much better! My lap times are more than 5 seconds faster in some cases. That’s huge when winners and l…,Now that my body is handling VR much better I am back into sim racing in a big way. I had been using an ultrawide monitor for my racing display but VR is SO much better! My lap times are more than 5 … [+1628 chars],Very Positive,0,[],[],['VR'],2023-03-20T23:35:00Z,https://www.penny-arcade.com/news/post/2023/03/20/12-hours-of-sebring,https://assets.penny-arcade.com/img/logo_opengraph.jpg
